Date,Country,Rate
4-Dec-01,Canada,1.5729
5-Dec-01,Canada,1.5716
6-Dec-01,Canada,1.5767
7-Dec-01,Canada,1.5725
10-Dec-01,Canada,1.5787
11-Dec-01,Canada,1.5781
12-Dec-01,Canada,1.5654
13-Dec-01,Canada,1.5675
14-Dec-01,Canada,1.5635
17-Dec-01,Canada,1.5646
18-Dec-01,Canada,1.5729
19-Dec-01,Canada,1.5743
20-Dec-01,Canada,1.5782
21-Dec-01,Canada,1.5850
24-Dec-01,Canada,1.5945
19-Jun-01,Brazil,2.4710
20-Jun-01,Brazil,2.4760
21-Jun-01,Brazil,2.3880
22-Jun-01,Brazil,2.3180
25-Jun-01,Brazil,2.3120
26-Jun-01,Brazil,2.3140
27-Jun-01,Brazil,2.3320
28-Jun-01,Brazil,2.2870
29-Jun-01,Brazil,2.3050
2-Jul-01,Brazil,2.3260
3-Jul-01,Brazil,2.3440
4-Jul-01,Brazil,ND
5-Jul-01,Brazil,2.4250
6-Jul-01,Brazil,2.4910
9-Jul-01,Brazil,2.4500
10-Jul-01,Brazil,2.4980
11-Jul-01,Brazil,2.5600
12-Jul-01,Brazil,2.5700
13-Jul-01,Brazil,2.5590
16-Jul-01,Brazil,2.6010
17-Jul-01,Brazil,2.5090
18-Jul-01,Brazil,2.4710
20-Mar-02,"China, P.R.",8.2774
21-Mar-02,"China, P.R.",8.2772
22-Mar-02,"China, P.R.",8.2770
25-Mar-02,"China, P.R.",8.2769
26-Mar-02,"China, P.R.",8.2771
27-Mar-02,"China, P.R.",8.2772
28-Mar-02,"China, P.R.",8.2774
29-Mar-02,"China, P.R.",8.2774
1-Apr-02,"China, P.R.",8.2780
2-Apr-02,"China, P.R.",8.2772
3-Apr-02,"China, P.R.",8.2773
4-Apr-02,"China, P.R.",8.2771
5-Apr-02,"China, P.R.",8.2770
8-Apr-02,"China, P.R.",8.2770
9-Apr-02,"China, P.R.",8.2769
10-Apr-02,"China, P.R.",8.2771
11-Apr-02,"China, P.R.",8.2772
12-Apr-02,"China, P.R.",8.2772
15-Apr-02,"China, P.R.",8.2771
16-Apr-02,"China, P.R.",8.2772
17-Apr-02,"China, P.R.",8.2772
18-Apr-02,"China, P.R.",8.2772
19-Apr-02,"China, P.R.",8.2775
14-Jun-02,United Kingdom,1.4735
17-Jun-02,United Kingdom,1.4782
18-Jun-02,United Kingdom,1.4868
19-Jun-02,United Kingdom,1.4873
20-Jun-02,United Kingdom,1.4982
21-Jun-02,United Kingdom,1.4987
24-Jun-02,United Kingdom,1.5056
25-Jun-02,United Kingdom,1.4999
26-Jun-02,United Kingdom,1.5217
27-Jun-02,United Kingdom,1.5285
28-Jun-02,United Kingdom,1.5245
1-Jul-02,United Kingdom,1.5307
2-Jul-02,United Kingdom,1.5300
3-Jul-02,United Kingdom,1.5268
4-Jul-02,United Kingdom,ND
5-Jul-02,United Kingdom,1.5206
8-Jul-02,United Kingdom,1.5348
9-Jul-02,United Kingdom,1.5465
10-Jul-02,United Kingdom,1.5483
11-Jul-02,United Kingdom,1.5545
1-Oct-02,South Korea,1227.5000
2-Oct-02,South Korea,1230.4000
3-Oct-02,South Korea,1230.4000
4-Oct-02,South Korea,1232.4000
7-Oct-02,South Korea,1240.7000
8-Oct-02,South Korea,1254.0000
9-Oct-02,South Korea,1246.5000
10-Oct-02,South Korea,1257.8000
11-Oct-02,South Korea,1260.3000
14-Oct-02,South Korea,ND
15-Oct-02,South Korea,1260.0000
16-Oct-02,South Korea,1246.9000
17-Oct-02,South Korea,1249.0000
18-Oct-02,South Korea,1244.0000
21-Oct-02,South Korea,1240.0000
22-Oct-02,South Korea,1250.0000
23-Oct-02,South Korea,1231.9000
24-Oct-02,South Korea,1231.9000
25-Oct-02,South Korea,1231.6000
28-Oct-02,South Korea,1233.5000
29-Oct-02,South Korea,1227.4000
30-Oct-02,South Korea,1234.0000
31-Oct-02,South Korea,1224.0000
1-Nov-02,South Korea,1225.8000
5-Aug-02,Denmark,7.5475
6-Aug-02,Denmark,7.7040
7-Aug-02,Denmark,7.6270
8-Aug-02,Denmark,7.6975
9-Aug-02,Denmark,7.6470
12-Aug-02,Denmark,7.5986
13-Aug-02,Denmark,7.5900
14-Aug-02,Denmark,7.5300
15-Aug-02,Denmark,7.5700
16-Aug-02,Denmark,7.5530
19-Aug-02,Denmark,7.5980
20-Aug-02,Denmark,7.5960
21-Aug-02,Denmark,7.5825
22-Aug-02,Denmark,7.6590
23-Aug-02,Denmark,7.6375
26-Aug-02,Denmark,7.6320
27-Aug-02,Denmark,7.5670
28-Aug-02,Denmark,7.5600
29-Aug-02,Denmark,7.5540
30-Aug-02,Denmark,7.5725
2-Sep-02,Denmark,ND
29-Nov-02,EMU member countries,0.9932
2-Dec-02,EMU member countries,0.9927
3-Dec-02,EMU member countries,0.9968
4-Dec-02,EMU member countries,0.9999
5-Dec-02,EMU member countries,0.9989
6-Dec-02,EMU member countries,1.0081
9-Dec-02,EMU member countries,1.0088
10-Dec-02,EMU member countries,1.0073
11-Dec-02,EMU member countries,1.0083
12-Dec-02,EMU member countries,1.0189
13-Dec-02,EMU member countries,1.0226
16-Dec-02,EMU member countries,1.0210
17-Dec-02,EMU member countries,1.0267
18-Dec-02,EMU member countries,1.0254
19-Dec-02,EMU member countries,1.0217
20-Dec-02,EMU member countries,1.0268
23-Dec-02,EMU member countries,1.0217
24-Dec-02,EMU member countries,1.0305
25-Dec-02,EMU member countries,ND
26-Dec-02,EMU member countries,1.0358
27-Dec-02,EMU member countries,1.0411
30-Dec-02,EMU member countries,1.0460
31-Dec-04,Japan,102.6800
3-Jan-05,Japan,102.8300
4-Jan-05,Japan,104.2700
5-Jan-05,Japan,103.9500
6-Jan-05,Japan,104.8700
7-Jan-05,Japan,104.9300
10-Jan-05,Japan,104.3200
11-Jan-05,Japan,103.4200
12-Jan-05,Japan,102.2600
13-Jan-05,Japan,102.5500
14-Jan-05,Japan,102.5000
17-Jan-05,Japan,ND
18-Jan-05,Japan,102.3600
19-Jan-05,Japan,102.5200
20-Jan-05,Japan,103.3100
21-Jan-05,Japan,102.8500
24-Jan-05,Japan,102.6700
25-Jan-05,Japan,104.1600
26-Jan-05,Japan,102.9000
27-Jan-05,Japan,103.1500
5-Mar-03,Hong Kong,7.7992
6-Mar-03,Hong Kong,7.7990
7-Mar-03,Hong Kong,7.7988
10-Mar-03,Hong Kong,7.7991
11-Mar-03,Hong Kong,7.7991
12-Mar-03,Hong Kong,7.7991
13-Mar-03,Hong Kong,7.7990
14-Mar-03,Hong Kong,7.7992
17-Mar-03,Hong Kong,7.7993
18-Mar-03,Hong Kong,7.7989
19-Mar-03,Hong Kong,7.7992
20-Mar-03,Hong Kong,7.7990
21-Mar-03,Hong Kong,7.7990
24-Mar-03,Hong Kong,7.7990
25-Mar-03,Hong Kong,7.7992
26-Mar-03,Hong Kong,7.7992
27-Mar-03,Hong Kong,7.7993
28-Mar-03,Hong Kong,7.7993
31-Mar-03,Hong Kong,7.7995
1-Apr-03,Hong Kong,7.7995
2-Apr-03,Hong Kong,7.7993
3-Apr-03,Hong Kong,7.7995
4-Apr-03,Hong Kong,7.7996
7-Apr-03,Hong Kong,7.7997
8-Apr-03,Hong Kong,7.7996
9-Apr-03,Hong Kong,7.7997
10-Apr-03,Hong Kong,7.7997
11-Apr-03,Hong Kong,7.7996
14-Apr-03,Hong Kong,7.7997
17-Dec-02,Greece,ND
18-Dec-02,Greece,ND
19-Dec-02,Greece,ND
20-Dec-02,Greece,ND
23-Dec-02,Greece,ND
24-Dec-02,Greece,ND
25-Dec-02,Greece,ND
26-Dec-02,Greece,ND
27-Dec-02,Greece,ND
30-Dec-02,Greece,ND
31-Dec-02,Greece,ND
1-Jan-03,Greece,ND
2-Jan-03,Greece,ND
3-Jan-03,Greece,ND
6-Jan-03,Greece,ND
2-Dec-03,Singapore,1.7205
3-Dec-03,Singapore,1.7188
4-Dec-03,Singapore,1.7150
5-Dec-03,Singapore,1.7145
8-Dec-03,Singapore,1.7122
9-Dec-03,Singapore,1.7135
10-Dec-03,Singapore,1.7150
11-Dec-03,Singapore,1.7164
12-Dec-03,Singapore,1.7100
15-Dec-03,Singapore,1.7100
16-Dec-03,Singapore,1.7059
17-Dec-03,Singapore,1.7090
18-Dec-03,Singapore,1.7084
19-Dec-03,Singapore,1.7095
22-Dec-03,Singapore,1.7096
23-Dec-03,Singapore,1.7078
24-Dec-03,Singapore,1.7060
25-Dec-03,Singapore,ND
26-Dec-03,Singapore,1.7045
11-Oct-04,Malaysia,ND
12-Oct-04,Malaysia,3.8000
13-Oct-04,Malaysia,3.8000
14-Oct-04,Malaysia,3.8000
15-Oct-04,Malaysia,3.8000
18-Oct-04,Malaysia,3.8000
19-Oct-04,Malaysia,3.8000
20-Oct-04,Malaysia,3.8000
21-Oct-04,Malaysia,3.8000
22-Oct-04,Malaysia,3.8000
25-Oct-04,Malaysia,3.8000
26-Oct-04,Malaysia,3.8000
27-Oct-04,Malaysia,3.8000
28-Oct-04,Malaysia,3.8000
29-Oct-04,Malaysia,3.8000
1-Nov-04,Malaysia,3.8000
2-Nov-04,Malaysia,3.8000
3-Nov-04,Malaysia,3.8000
4-Nov-04,Malaysia,3.8000
5-Nov-04,Malaysia,3.8000
8-Nov-04,Malaysia,3.8000
9-Nov-04,Malaysia,3.8000
10-Nov-04,Malaysia,3.8000
11-Nov-04,Malaysia,ND
22-Sep-04,Norway,6.8330
23-Sep-04,Norway,6.7730
24-Sep-04,Norway,6.8330
27-Sep-04,Norway,6.8076
28-Sep-04,Norway,6.7800
29-Sep-04,Norway,6.7860
30-Sep-04,Norway,6.7270
1-Oct-04,Norway,6.6920
4-Oct-04,Norway,6.7657
5-Oct-04,Norway,6.7268
6-Oct-04,Norway,6.7325
7-Oct-04,Norway,6.7400
8-Oct-04,Norway,6.6825
11-Oct-04,Norway,ND
12-Oct-04,Norway,6.6660
13-Oct-04,Norway,6.6800
14-Oct-04,Norway,6.6100
15-Oct-04,Norway,6.5690
18-Oct-04,Norway,6.5650
19-Oct-04,Norway,6.5900
20-Oct-04,Norway,6.5172
21-Oct-04,Norway,6.5197
3-Oct-06,Thailand,37.5500
4-Oct-06,Thailand,37.5800
5-Oct-06,Thailand,37.5700
6-Oct-06,Thailand,37.5100
9-Oct-06,Thailand,ND
10-Oct-06,Thailand,37.4600
11-Oct-06,Thailand,37.4200
12-Oct-06,Thailand,37.4800
13-Oct-06,Thailand,37.4400
16-Oct-06,Thailand,37.4000
17-Oct-06,Thailand,37.3300
18-Oct-06,Thailand,37.3700
19-Oct-06,Thailand,37.2800
20-Oct-06,Thailand,37.2800
23-Oct-06,Thailand,37.2600
24-Oct-06,Thailand,37.2000
25-Oct-06,Thailand,37.0700
26-Oct-06,Thailand,36.9800
27-Oct-06,Thailand,36.7000
30-Oct-06,Thailand,36.7300
3-May-07,Sri Lanka,110.7500
4-May-07,Sri Lanka,110.8000
7-May-07,Sri Lanka,110.9500
8-May-07,Sri Lanka,110.8800
9-May-07,Sri Lanka,110.3000
10-May-07,Sri Lanka,110.9000
11-May-07,Sri Lanka,110.8500
14-May-07,Sri Lanka,110.9000
15-May-07,Sri Lanka,110.9200
16-May-07,Sri Lanka,110.9000
17-May-07,Sri Lanka,110.9000
18-May-07,Sri Lanka,110.9000
21-May-07,Sri Lanka,110.8500
22-May-07,Sri Lanka,110.8300
23-May-07,Sri Lanka,110.7500
24-May-07,Sri Lanka,110.8000
25-May-07,Sri Lanka,110.7700
28-May-07,Sri Lanka,ND
29-May-07,Sri Lanka,110.8000
30-May-07,Sri Lanka,110.7700
31-May-07,Sri Lanka,110.8700
1-Jun-07,Sri Lanka,110.8000
4-Jun-07,Sri Lanka,110.8000
5-Jun-07,Sri Lanka,110.7000
6-Jun-07,Sri Lanka,110.7200
7-Jun-07,Sri Lanka,110.8200
8-Jun-07,Sri Lanka,110.9000
11-Jun-07,Sri Lanka,110.9800
12-Jun-07,Sri Lanka,110.9500
5-Jan-06,Mexico,10.5910
6-Jan-06,Mexico,10.5620
9-Jan-06,Mexico,10.5580
10-Jan-06,Mexico,10.6026
11-Jan-06,Mexico,10.6080
12-Jan-06,Mexico,10.5655
13-Jan-06,Mexico,10.5740
16-Jan-06,Mexico,ND
17-Jan-06,Mexico,10.5470
18-Jan-06,Mexico,10.5720
19-Jan-06,Mexico,10.5530
20-Jan-06,Mexico,10.5220
23-Jan-06,Mexico,10.5215
24-Jan-06,Mexico,10.5050
25-Jan-06,Mexico,10.4980
26-Jan-06,Mexico,10.5025
27-Jan-06,Mexico,10.4555
30-Jan-06,Mexico,10.4369
31-Jan-06,Mexico,10.4400
1-Feb-06,Mexico,10.4315
5-Jun-07,Switzerland,1.2187
6-Jun-07,Switzerland,1.2176
7-Jun-07,Switzerland,1.2243
8-Jun-07,Switzerland,1.2345
11-Jun-07,Switzerland,1.2386
12-Jun-07,Switzerland,1.2424
13-Jun-07,Switzerland,1.2447
14-Jun-07,Switzerland,1.2452
15-Jun-07,Switzerland,1.2428
18-Jun-07,Switzerland,1.2409
19-Jun-07,Switzerland,1.2402
20-Jun-07,Switzerland,1.2374
21-Jun-07,Switzerland,1.2404
22-Jun-07,Switzerland,1.2316
25-Jun-07,Switzerland,1.2305
26-Jun-07,Switzerland,1.2284
27-Jun-07,Switzerland,1.2291
28-Jun-07,Switzerland,1.2286
29-Jun-07,Switzerland,1.2240
2-Jul-07,Switzerland,1.2112
3-Jul-07,Switzerland,1.2152
4-Jul-07,Switzerland,ND
30-Jun-05,New Zealand,0.6959
1-Jul-05,New Zealand,0.6837
4-Jul-05,New Zealand,ND
5-Jul-05,New Zealand,0.6767
6-Jul-05,New Zealand,0.6755
7-Jul-05,New Zealand,0.6730
8-Jul-05,New Zealand,0.6727
11-Jul-05,New Zealand,0.6789
12-Jul-05,New Zealand,0.6847
13-Jul-05,New Zealand,0.6714
14-Jul-05,New Zealand,0.6760
15-Jul-05,New Zealand,0.6737
18-Jul-05,New Zealand,0.6785
19-Jul-05,New Zealand,0.6740
20-Jul-05,New Zealand,0.6743
21-Jul-05,New Zealand,0.6845
22-Jul-05,New Zealand,0.6870
25-Jul-05,New Zealand,0.6838
26-Jul-05,New Zealand,0.6829
27-Jul-05,New Zealand,0.6805
28-Jul-05,New Zealand,0.6830
29-Jul-05,New Zealand,0.6834
1-Aug-05,New Zealand,0.6846
2-Aug-05,New Zealand,0.6878
3-Aug-05,New Zealand,0.6915
6-Feb-13,Venezuela,4.2893
7-Feb-13,Venezuela,4.2893
8-Feb-13,Venezuela,4.2893
11-Feb-13,Venezuela,6.2950
12-Feb-13,Venezuela,6.2950
13-Feb-13,Venezuela,6.2842
14-Feb-13,Venezuela,6.2842
15-Feb-13,Venezuela,6.2842
18-Feb-13,Venezuela,ND
19-Feb-13,Venezuela,6.2842
20-Feb-13,Venezuela,6.2842
21-Feb-13,Venezuela,6.2842
22-Feb-13,Venezuela,6.2842
25-Feb-13,Venezuela,6.2842
26-Feb-13,Venezuela,6.2842
27-Feb-13,Venezuela,6.2842
28-Feb-13,Venezuela,6.2842
1-Mar-13,Venezuela,6.2842
12-Oct-07,Sweden,6.4243
15-Oct-07,Sweden,6.4107
16-Oct-07,Sweden,6.4607
17-Oct-07,Sweden,6.4460
18-Oct-07,Sweden,6.4132
19-Oct-07,Sweden,6.4280
22-Oct-07,Sweden,6.5156
23-Oct-07,Sweden,6.4515
24-Oct-07,Sweden,6.4792
25-Oct-07,Sweden,6.4345
26-Oct-07,Sweden,6.3817
29-Oct-07,Sweden,6.3836
30-Oct-07,Sweden,6.3654
31-Oct-07,Sweden,6.3608
1-Nov-07,Sweden,6.4111
2-Nov-07,Sweden,6.4015
5-Nov-07,Sweden,6.4070
6-Nov-07,Sweden,6.3523
7-Nov-07,Sweden,6.2989
8-Nov-07,Sweden,6.2978
9-Nov-07,Sweden,6.3260
12-Nov-07,Sweden,ND
13-Nov-07,Sweden,6.3451
14-Nov-07,Sweden,6.2813
15-Nov-07,Sweden,6.3100
18-Apr-06,Taiwan,32.4400
19-Apr-06,Taiwan,32.3600
20-Apr-06,Taiwan,32.3000
21-Apr-06,Taiwan,32.3000
24-Apr-06,Taiwan,31.9800
25-Apr-06,Taiwan,31.9400
26-Apr-06,Taiwan,32.0500
27-Apr-06,Taiwan,31.9100
28-Apr-06,Taiwan,31.9000
1-May-06,Taiwan,31.9000
2-May-06,Taiwan,31.7200
3-May-06,Taiwan,31.5700
4-May-06,Taiwan,31.6300
5-May-06,Taiwan,31.6000
8-May-06,Taiwan,31.3200
9-May-06,Taiwan,31.4900
10-May-06,Taiwan,31.2800
11-May-06,Taiwan,31.4500
12-May-06,Taiwan,31.3500
15-May-06,Taiwan,31.5900
16-May-06,Taiwan,31.7500
17-May-06,Taiwan,31.5300
18-May-06,Taiwan,31.8400
19-May-06,Taiwan,31.8900
22-May-06,Taiwan,32.1300
3-Oct-06,South Africa,7.8725
4-Oct-06,South Africa,7.9350
5-Oct-06,South Africa,7.8200
6-Oct-06,South Africa,7.8050
9-Oct-06,South Africa,ND
10-Oct-06,South Africa,7.7525
11-Oct-06,South Africa,7.6910
12-Oct-06,South Africa,7.5685
13-Oct-06,South Africa,7.4935
16-Oct-06,South Africa,7.5225
17-Oct-06,South Africa,7.6150
18-Oct-06,South Africa,7.5925
19-Oct-06,South Africa,7.4975
20-Oct-06,South Africa,7.5320
23-Oct-06,South Africa,7.6775
24-Oct-06,South Africa,7.7225
25-Oct-06,South Africa,7.5880
26-Oct-06,South Africa,7.5100
19-Jun-03,India,46.6100
20-Jun-03,India,46.5700
23-Jun-03,India,46.6600
24-Jun-03,India,46.5700
25-Jun-03,India,46.5800
26-Jun-03,India,46.5700
27-Jun-03,India,46.4000
30-Jun-03,India,46.4000
1-Jul-03,India,46.4900
2-Jul-03,India,46.3600
3-Jul-03,India,46.4000
4-Jul-03,India,ND
7-Jul-03,India,46.3400
8-Jul-03,India,46.3000
9-Jul-03,India,46.2400
10-Jul-03,India,46.2100
11-Jul-03,India,46.1000
14-Jul-03,India,46.0600
15-Jul-03,India,46.1300
16-Jul-03,India,46.2300
17-Jul-03,India,46.2300
25-Dec-01,Canada,ND
26-Dec-01,Canada,1.5990
27-Dec-01,Canada,1.5954
28-Dec-01,Canada,1.5956
31-Dec-01,Canada,1.5925
1-Jan-02,Canada,ND
2-Jan-02,Canada,1.5974
3-Jan-02,Canada,1.5970
4-Jan-02,Canada,1.5977
7-Jan-02,Canada,1.5981
8-Jan-02,Canada,1.5949
9-Jan-02,Canada,1.5965
10-Jan-02,Canada,1.6012
11-Jan-02,Canada,1.5975
14-Jan-02,Canada,1.5974
15-Jan-02,Canada,1.5899
16-Jan-02,Canada,1.5945
17-Jan-02,Canada,1.6110
18-Jan-02,Canada,1.6128
21-Jan-02,Canada,ND
22-Jan-02,Canada,1.6084
23-Jan-02,Canada,1.6040
24-Jan-02,Canada,1.6020
25-Jan-02,Canada,1.6083
28-Jan-02,Canada,1.6126
29-Jan-02,Canada,1.5903
30-Jan-02,Canada,1.5910
31-Jan-02,Canada,1.5915
1-Feb-02,Canada,1.5908
4-Feb-02,Canada,1.5919
19-Jul-01,Brazil,2.5000
20-Jul-01,Brazil,2.4580
23-Jul-01,Brazil,2.4050
24-Jul-01,Brazil,2.4380
25-Jul-01,Brazil,2.4760
26-Jul-01,Brazil,2.4870
27-Jul-01,Brazil,2.4950
30-Jul-01,Brazil,2.4350
31-Jul-01,Brazil,2.4370
1-Aug-01,Brazil,2.5020
2-Aug-01,Brazil,2.4820
3-Aug-01,Brazil,2.5000
6-Aug-01,Brazil,2.4670
7-Aug-01,Brazil,2.4480
8-Aug-01,Brazil,2.4660
22-Apr-02,"China, P.R.",8.2772
23-Apr-02,"China, P.R.",8.2773
24-Apr-02,"China, P.R.",8.2774
25-Apr-02,"China, P.R.",8.2774
26-Apr-02,"China, P.R.",8.2773
29-Apr-02,"China, P.R.",8.2770
30-Apr-02,"China, P.R.",8.2773
1-May-02,"China, P.R.",8.2773
2-May-02,"China, P.R.",8.2773
3-May-02,"China, P.R.",8.2773
6-May-02,"China, P.R.",8.2774
7-May-02,"China, P.R.",8.2774
8-May-02,"China, P.R.",8.2775
9-May-02,"China, P.R.",8.2772
12-Jul-02,United Kingdom,1.5500
15-Jul-02,United Kingdom,1.5656
16-Jul-02,United Kingdom,1.5693
17-Jul-02,United Kingdom,1.5682
18-Jul-02,United Kingdom,1.5685
19-Jul-02,United Kingdom,1.5785
22-Jul-02,United Kingdom,1.5800
23-Jul-02,United Kingdom,1.5657
24-Jul-02,United Kingdom,1.5745
25-Jul-02,United Kingdom,1.5754
26-Jul-02,United Kingdom,1.5635
29-Jul-02,United Kingdom,1.5570
30-Jul-02,United Kingdom,1.5725
31-Jul-02,United Kingdom,1.5625
1-Aug-02,United Kingdom,1.5578
2-Aug-02,United Kingdom,1.5709
5-Aug-02,United Kingdom,1.5665
6-Aug-02,United Kingdom,1.5382
7-Aug-02,United Kingdom,1.5354
8-Aug-02,United Kingdom,1.5278
9-Aug-02,United Kingdom,1.5235
12-Aug-02,United Kingdom,1.5317
13-Aug-02,United Kingdom,1.5310
14-Aug-02,United Kingdom,1.5442
15-Aug-02,United Kingdom,1.5360
16-Aug-02,United Kingdom,1.5372
19-Aug-02,United Kingdom,1.5272
20-Aug-02,United Kingdom,1.5266
21-Aug-02,United Kingdom,1.5295
4-Nov-02,South Korea,1223.0000
5-Nov-02,South Korea,1230.0000
6-Nov-02,South Korea,1229.0000
7-Nov-02,South Korea,1212.2000
8-Nov-02,South Korea,1202.0000
11-Nov-02,South Korea,ND
12-Nov-02,South Korea,1200.5000
13-Nov-02,South Korea,1197.2000
14-Nov-02,South Korea,1206.7000
15-Nov-02,South Korea,1203.3000
18-Nov-02,South Korea,1212.0000
19-Nov-02,South Korea,1203.5000
20-Nov-02,South Korea,1211.5000
21-Nov-02,South Korea,1218.0000
22-Nov-02,South Korea,1206.9000
25-Nov-02,South Korea,1215.0000
26-Nov-02,South Korea,1201.1000
27-Nov-02,South Korea,1197.4000
28-Nov-02,South Korea,ND
3-Sep-02,Denmark,7.4570
4-Sep-02,Denmark,7.4850
5-Sep-02,Denmark,7.4945
6-Sep-02,Denmark,7.5450
9-Sep-02,Denmark,7.5675
10-Sep-02,Denmark,7.6228
11-Sep-02,Denmark,7.6380
12-Sep-02,Denmark,7.6055
13-Sep-02,Denmark,7.6225
16-Sep-02,Denmark,7.6400
17-Sep-02,Denmark,7.6720
18-Sep-02,Denmark,7.5885
19-Sep-02,Denmark,7.5710
20-Sep-02,Denmark,7.5520
23-Sep-02,Denmark,7.5650
24-Sep-02,Denmark,7.5660
25-Sep-02,Denmark,7.5790
26-Sep-02,Denmark,7.6110
27-Sep-02,Denmark,7.6020
30-Sep-02,Denmark,7.5200
31-Dec-02,EMU member countries,1.0485
1-Jan-03,EMU member countries,ND
2-Jan-03,EMU member countries,1.0361
3-Jan-03,EMU member countries,1.0418
6-Jan-03,EMU member countries,1.0469
7-Jan-03,EMU member countries,1.0419
8-Jan-03,EMU member countries,1.0447
9-Jan-03,EMU member countries,1.0467
10-Jan-03,EMU member countries,1.0535
13-Jan-03,EMU member countries,1.0535
14-Jan-03,EMU member countries,1.0571
15-Jan-03,EMU member countries,1.0576
16-Jan-03,EMU member countries,1.0569
17-Jan-03,EMU member countries,1.0660
20-Jan-03,EMU member countries,ND
21-Jan-03,EMU member countries,1.0677
22-Jan-03,EMU member countries,1.0729
23-Jan-03,EMU member countries,1.0767
24-Jan-03,EMU member countries,1.0825
27-Jan-03,EMU member countries,1.0838
28-Jan-03,EMU member countries,1.0833
29-Jan-03,EMU member countries,1.0861
30-Jan-03,EMU member countries,1.0776
31-Jan-03,EMU member countries,1.0739
3-Feb-03,EMU member countries,1.0761
4-Feb-03,EMU member countries,1.0875
5-Feb-03,EMU member countries,1.0842
6-Feb-03,EMU member countries,1.0828
7-Feb-03,EMU member countries,1.0801
28-Jan-05,Japan,103.4500
31-Jan-05,Japan,103.5500
1-Feb-05,Japan,103.9300
2-Feb-05,Japan,104.0500
3-Feb-05,Japan,104.5500
4-Feb-05,Japan,103.7000
7-Feb-05,Japan,104.6800
8-Feb-05,Japan,105.6500
9-Feb-05,Japan,105.8400
10-Feb-05,Japan,105.6900
11-Feb-05,Japan,105.7500
14-Feb-05,Japan,104.9400
15-Feb-05,Japan,104.4700
16-Feb-05,Japan,105.6200
17-Feb-05,Japan,105.4000
18-Feb-05,Japan,105.6900
21-Feb-05,Japan,ND
22-Feb-05,Japan,104.1500
15-Apr-03,Hong Kong,7.7996
16-Apr-03,Hong Kong,7.7997
17-Apr-03,Hong Kong,7.7997
18-Apr-03,Hong Kong,7.7997
21-Apr-03,Hong Kong,7.7997
22-Apr-03,Hong Kong,7.7997
23-Apr-03,Hong Kong,7.7997
24-Apr-03,Hong Kong,7.7998
25-Apr-03,Hong Kong,7.7998
28-Apr-03,Hong Kong,7.7993
29-Apr-03,Hong Kong,7.7994
30-Apr-03,Hong Kong,7.7991
1-May-03,Hong Kong,7.7993
2-May-03,Hong Kong,7.7993
5-May-03,Hong Kong,7.7993
6-May-03,Hong Kong,7.7991
7-May-03,Hong Kong,7.7992
8-May-03,Hong Kong,7.7990
9-May-03,Hong Kong,7.7991
12-May-03,Hong Kong,7.7993
13-May-03,Hong Kong,7.7993
14-May-03,Hong Kong,7.7988
15-May-03,Hong Kong,7.7995
16-May-03,Hong Kong,7.7994
19-May-03,Hong Kong,7.7990
20-May-03,Hong Kong,7.7991
21-May-03,Hong Kong,7.7992
22-May-03,Hong Kong,7.7991
23-May-03,Hong Kong,7.7990
26-May-03,Hong Kong,ND
7-Jan-03,Greece,ND
8-Jan-03,Greece,ND
9-Jan-03,Greece,ND
10-Jan-03,Greece,ND
13-Jan-03,Greece,ND
14-Jan-03,Greece,ND
15-Jan-03,Greece,ND
16-Jan-03,Greece,ND
17-Jan-03,Greece,ND
20-Jan-03,Greece,ND
21-Jan-03,Greece,ND
22-Jan-03,Greece,ND
23-Jan-03,Greece,ND
24-Jan-03,Greece,NC
27-Jan-03,Greece,ND
28-Jan-03,Greece,ND
29-Jan-03,Greece,ND
30-Jan-03,Greece,ND
31-Jan-03,Greece,ND
3-Feb-03,Greece,ND
29-Dec-03,Singapore,1.7024
30-Dec-03,Singapore,1.7034
31-Dec-03,Singapore,1.6990
1-Jan-04,Singapore,ND
2-Jan-04,Singapore,1.7022
5-Jan-04,Singapore,1.6980
6-Jan-04,Singapore,1.6985
7-Jan-04,Singapore,1.6968
8-Jan-04,Singapore,1.6942
9-Jan-04,Singapore,1.6925
12-Jan-04,Singapore,1.6916
13-Jan-04,Singapore,1.6942
14-Jan-04,Singapore,1.6945
15-Jan-04,Singapore,1.6953
16-Jan-04,Singapore,1.7020
12-Nov-04,Malaysia,3.8000
15-Nov-04,Malaysia,3.8000
16-Nov-04,Malaysia,3.8000
17-Nov-04,Malaysia,3.8000
18-Nov-04,Malaysia,3.8000
19-Nov-04,Malaysia,3.8000
22-Nov-04,Malaysia,3.8000
23-Nov-04,Malaysia,3.8000
24-Nov-04,Malaysia,3.8000
25-Nov-04,Malaysia,ND
26-Nov-04,Malaysia,3.8000
29-Nov-04,Malaysia,3.8000
30-Nov-04,Malaysia,3.8000
1-Dec-04,Malaysia,3.8000
2-Dec-04,Malaysia,3.8000
3-Dec-04,Malaysia,3.8000
6-Dec-04,Malaysia,3.8000
7-Dec-04,Malaysia,3.8000
8-Dec-04,Malaysia,3.8000
9-Dec-04,Malaysia,3.8000
10-Dec-04,Malaysia,3.8000
13-Dec-04,Malaysia,3.8000
14-Dec-04,Malaysia,3.8000
15-Dec-04,Malaysia,3.8000
16-Dec-04,Malaysia,3.8000
